"","highest_qual","post_school_training_Computing","post_school_trainingArts","post_school_training_Creative.Arts","post_school_training_post_school_training_Languages","post_school_trainingScience","post_school_training_Social.Science","post_school_training_post_school_training_Mathematics","post_school_trainingEngineering","post_school_training_Education","post_school_training_Other"
"1607",3,1,0,0,0,1,0,1,0,0,0
"1608",4,0,0,0,0,0,1,0,0,0,0
"1609",3,1,0,0,0,0,0,1,0,0,0
"1610",1,0,0,0,0,0,0,0,0,0,0
"1611",3,1,0,0,0,0,0,0,0,0,0
"1612",3,1,0,0,0,0,0,1,0,0,0
"1613",2,1,0,0,0,0,0,0,1,0,0
"1614",4,1,0,0,0,0,0,1,0,0,0
"1615",4,1,0,0,0,0,0,1,0,0,0
"1616",1,0,0,0,0,0,0,0,0,0,0
"1617",3,1,0,0,0,0,0,0,0,0,0
"1618",4,0,0,0,0,1,0,0,0,0,0
"1619",3,0,0,0,0,1,0,0,0,0,0
"1620",4,1,0,0,0,0,1,0,0,0,0
"1621",2,0,0,0,0,0,0,0,0,0,0
"1622",NA,0,0,0,0,0,0,0,0,0,0
"1623",1,0,0,0,0,0,0,0,0,0,0
"1624",NA,0,0,0,0,0,0,0,0,0,0
"1625",3,0,0,0,0,0,0,0,0,0,1
"1626",4,0,0,0,0,1,0,0,0,0,0
"1627",1,0,0,0,0,0,0,0,0,0,0
"1628",1,1,0,0,0,0,0,0,0,0,0
"1629",3,0,0,0,0,0,0,0,0,0,0
"1630",4,1,0,0,0,1,1,0,0,0,0
"1631",1,1,0,0,0,0,0,0,0,0,0
"1632",3,1,0,0,0,0,0,0,0,0,0
"1633",1,0,0,0,0,0,0,0,0,0,0
"1634",3,1,0,0,0,0,0,0,0,0,0
"1635",3,1,0,0,0,0,0,0,0,0,0
"1636",3,0,0,0,0,0,0,0,0,0,1
"1637",4,1,0,0,0,1,0,1,0,0,0
"1638",NA,0,0,0,0,0,0,0,0,0,0
"1639",3,0,0,0,0,0,0,0,0,0,0
"1640",4,0,0,0,0,1,0,0,0,0,0
"1641",4,1,0,0,0,0,0,0,0,0,0
"1642",3,1,0,0,0,0,0,0,1,0,0
"1643",4,0,0,0,0,0,0,0,0,0,0
"1644",3,0,0,0,0,0,0,0,0,0,1
"1645",3,0,0,0,1,0,0,0,0,0,0
"1646",3,0,0,0,0,0,0,0,0,0,0
"1647",3,0,0,0,0,0,0,0,1,0,0
"1648",NA,0,0,0,0,0,0,0,0,0,0
"1649",4,1,0,0,0,0,0,0,0,0,0
"1650",2,0,0,0,0,0,0,0,0,0,0
"1651",3,0,0,0,0,0,0,0,1,0,0
"1652",1,1,0,0,0,0,0,0,0,0,0
"1653",1,0,0,0,0,0,0,0,0,0,0
"1654",3,1,0,0,0,0,0,0,0,0,1
"1655",4,0,0,0,0,0,0,0,0,0,0
"1656",1,1,0,0,0,0,0,0,1,0,0
"1657",1,1,1,1,0,0,0,0,0,0,0
"1658",3,0,0,0,0,0,0,0,0,0,0
"1659",3,1,0,0,0,0,0,1,0,0,0
"1660",3,1,0,0,0,0,0,0,0,0,0
"1661",3,1,0,0,0,0,0,0,0,0,1
"1662",4,0,0,0,0,1,0,0,0,0,0
"1663",3,1,1,0,0,0,0,0,0,0,0
"1664",4,0,0,0,0,0,0,1,0,0,0
"1665",3,1,0,0,0,0,0,0,0,0,0
"1666",2,1,0,0,0,0,0,0,0,0,0
"1667",4,1,0,0,0,1,0,1,0,1,0
"1668",4,1,0,0,0,0,0,0,1,0,0
"1669",3,1,0,0,0,0,0,0,1,0,0
"1670",3,1,0,0,0,0,0,0,0,0,0
"1671",4,0,0,0,0,1,0,0,0,0,0
"1672",3,0,0,0,0,1,0,1,1,0,0
"1673",1,1,0,0,0,0,0,0,0,0,0
"1674",3,1,0,0,0,0,0,0,0,0,0
"1675",3,1,0,0,0,0,0,0,1,0,0
"1676",4,1,0,0,0,0,1,0,0,1,1
"1677",3,0,0,0,0,0,0,0,0,0,0
"1678",2,1,0,0,0,0,0,0,1,0,0
"1679",3,1,0,0,0,0,0,0,0,0,0
"1680",NA,0,0,0,0,0,0,0,0,0,0
"1681",3,1,0,0,0,0,0,0,0,0,0
"1682",3,0,0,0,0,0,0,0,0,0,0
"1683",3,1,0,0,0,0,0,0,1,0,0
"1684",NA,0,0,0,0,0,0,0,0,0,0
"1685",3,1,0,0,0,0,0,0,0,0,0
"1686",NA,0,0,0,0,0,0,0,0,0,0
"1687",NA,0,0,0,0,0,0,0,0,0,0
"1688",NA,0,0,0,0,0,0,0,0,0,0
"1689",3,0,0,0,1,0,0,0,0,0,0
"1690",3,1,0,0,0,0,0,1,1,0,0
"1691",4,1,0,0,0,0,0,0,0,0,1
"1692",4,1,0,0,0,0,0,0,0,0,0
"1693",3,0,0,0,0,0,0,1,0,0,0
"1694",4,1,0,0,0,0,0,0,0,0,0
"1695",NA,0,0,0,0,0,0,0,0,0,0
"1696",NA,0,0,0,0,0,0,0,0,0,0
"1697",4,1,0,0,0,0,0,0,0,0,0
"1698",1,0,0,0,0,0,0,0,0,0,0
"1699",3,1,0,0,0,0,0,0,0,0,0
"1700",4,1,0,0,0,0,0,0,0,0,0
"1701",4,0,0,0,0,1,0,1,0,0,0
"1702",4,0,0,0,0,0,1,0,0,0,0
"1703",NA,0,0,0,0,0,0,0,0,0,0
"1704",4,1,0,0,0,0,0,0,0,0,1
"1705",1,0,0,0,0,1,0,1,1,0,0
"1706",1,0,1,0,0,0,0,0,0,0,0
"1707",3,0,0,0,0,0,0,0,0,1,0
"1708",3,1,0,0,1,0,0,0,0,0,0
"1709",3,1,1,0,0,0,0,0,0,0,0
"1710",4,0,0,0,0,1,0,1,1,0,0
"1711",4,0,0,0,0,0,0,0,0,0,0
"1712",3,1,0,0,0,0,0,0,0,0,0
"1713",4,1,0,0,0,0,0,0,1,0,0
"1714",4,1,0,0,0,0,0,0,0,0,0
"1715",3,0,0,0,0,0,0,0,0,0,0
"1716",3,1,0,0,0,0,0,0,0,0,0
"1717",2,0,0,0,0,0,0,0,0,0,0
"1718",2,1,0,0,0,0,0,0,0,0,0
"1719",3,1,0,0,0,0,0,0,0,0,0
"1720",3,0,0,0,0,0,0,0,0,0,0
"1721",1,0,0,0,0,0,0,0,0,0,0
"1722",3,0,0,0,0,0,1,0,0,0,0
"1723",3,0,1,0,0,0,1,0,0,0,0
"1724",3,0,0,0,0,0,1,0,0,0,0
"1725",4,1,0,0,0,0,0,0,1,0,0
"1726",4,1,0,0,0,0,0,0,0,0,0
"1727",NA,0,0,0,0,0,0,0,0,0,0
"1728",3,0,0,0,0,0,0,1,0,0,0
"1729",3,1,0,0,0,0,0,0,0,0,0
"1730",3,1,0,0,0,0,0,0,0,0,0
"1731",2,0,0,1,0,0,0,0,0,0,0
"1732",2,0,0,0,0,0,0,0,0,0,0
"1733",3,1,0,0,0,0,0,1,0,0,0
"1734",3,0,0,0,0,0,0,0,0,0,0
"1735",3,0,0,0,0,0,1,0,0,0,0
"1736",4,1,0,0,1,0,1,0,0,0,0
"1737",4,1,0,0,1,0,0,0,0,0,0
"1738",4,0,0,0,0,0,0,0,0,0,0
"1739",NA,0,0,0,0,0,0,0,0,0,0
"1740",4,1,0,0,0,0,0,0,0,0,0
"1741",NA,0,0,0,0,0,0,0,0,0,0
"1742",4,0,0,0,0,0,0,0,0,0,1
"1743",NA,0,0,0,0,0,0,0,0,0,0
"1744",NA,0,0,0,0,0,0,0,0,0,0
"1745",2,1,0,0,0,0,0,0,0,0,0
"1746",3,0,0,0,0,1,0,1,0,0,0
"1747",4,0,0,0,0,1,0,0,0,0,0
"1748",4,1,0,0,0,0,0,0,1,0,0
"1749",4,1,0,0,0,0,0,1,1,0,0
"1750",3,1,0,0,0,0,0,0,1,0,0
"1751",1,1,0,0,0,0,0,0,0,0,0
"1752",3,0,0,0,0,0,0,0,0,0,0
"1753",4,1,0,0,0,1,0,1,0,0,0
"1754",4,0,0,0,1,0,0,0,0,0,0
"1755",NA,0,0,0,0,0,0,0,0,0,0
"1756",4,1,0,0,0,0,0,0,0,0,0
"1757",4,1,0,0,0,0,0,0,1,0,0
"1758",1,1,0,0,0,0,0,0,0,0,0
"1759",2,0,0,0,0,0,0,0,0,0,0
"1760",3,1,0,0,1,0,0,0,1,0,0
"1761",3,0,0,0,0,0,0,0,0,0,0
"1762",1,0,0,0,0,0,0,0,0,0,0
"1763",3,1,0,0,0,0,0,0,0,0,0
"1764",NA,0,0,0,0,0,0,0,0,0,0
"1765",NA,0,0,0,0,0,0,0,0,0,0
"1766",2,0,0,0,0,0,0,0,0,0,1
"1767",3,1,0,0,0,0,0,0,0,0,0
"1768",2,1,0,0,0,0,0,0,1,0,0
"1769",NA,0,0,0,0,0,0,0,0,0,0
"1770",4,0,0,0,0,1,0,0,0,0,0
"1771",4,1,0,0,0,0,0,0,1,0,0
"1772",2,0,0,1,0,0,0,0,0,0,0
"1773",4,1,0,0,0,1,0,1,0,1,0
"1774",1,1,0,0,0,0,0,0,0,0,0
"1775",2,1,1,0,0,0,0,0,1,0,0
"1776",3,0,0,0,0,0,0,0,0,0,0
"1777",NA,0,0,0,0,0,0,0,0,0,0
"1778",2,1,0,0,0,0,0,0,0,0,0
"1779",1,0,0,0,0,0,0,0,0,0,0
"1780",1,0,0,0,0,0,0,0,1,0,0
"1781",4,1,0,0,1,0,0,0,0,0,0
"1782",2,0,0,0,0,0,0,0,0,0,0
"1783",3,1,0,0,0,0,0,0,0,0,0
"1784",4,0,1,0,0,0,0,1,1,0,0
"1785",3,1,0,0,0,1,0,0,0,0,0
"1786",3,1,0,0,0,0,0,0,0,0,0
"1787",4,0,0,0,0,1,0,0,0,0,0
"1788",1,1,0,0,0,0,0,0,0,0,1
"1789",1,1,0,0,0,0,1,1,0,0,0
"1790",3,0,0,0,0,1,0,0,1,0,0
"1791",3,1,0,0,0,0,0,0,0,0,0
"1792",2,1,0,0,0,0,0,0,0,0,0
"1793",4,0,0,0,0,0,0,0,1,0,0
"1794",4,0,0,0,0,0,0,0,0,0,0
"1795",4,1,0,0,0,0,0,0,1,0,0
"1796",4,1,0,0,0,0,0,0,0,0,0
"1797",3,1,0,0,0,0,0,0,1,0,0
"1798",3,1,0,0,0,0,0,0,0,0,0
"1799",4,1,0,0,0,0,0,0,1,0,0
"1800",3,1,0,0,0,0,0,0,0,0,0
"1801",3,0,0,0,0,0,0,0,1,0,0
"1802",3,1,0,0,0,0,0,0,0,0,0
"1803",3,0,0,1,0,0,0,0,0,0,0
"1804",4,0,1,0,0,0,0,0,0,0,0
"1805",4,0,0,0,0,0,0,0,0,0,0
"1806",1,1,0,0,0,0,0,0,0,0,0
"1807",NA,0,0,0,0,0,0,0,0,0,0
"1808",4,1,0,0,0,0,0,0,0,0,0
"1809",3,0,0,0,0,0,0,0,0,0,0
"1810",3,0,1,0,0,0,0,0,0,0,0
"1811",4,0,0,0,0,0,0,0,0,0,0
"1812",2,1,0,0,0,0,0,0,0,0,0
"1813",NA,0,0,0,0,0,0,0,0,0,0
"1814",4,1,0,0,0,1,0,0,0,0,0
"1815",3,1,0,0,0,0,0,0,0,0,0
"1816",4,0,0,0,0,0,0,0,1,0,0
"1817",4,1,1,0,0,1,0,1,0,0,1
"1818",1,1,0,0,0,0,0,0,0,0,0
"1819",4,0,0,0,0,0,0,1,0,0,1
"1820",2,1,0,1,0,0,0,0,0,0,1
"1821",4,0,0,0,0,1,0,0,0,0,0
"1822",NA,0,0,0,0,0,0,0,0,0,0
"1823",4,1,0,0,0,0,0,0,0,0,0
"1824",2,0,0,0,0,0,0,0,0,0,0
"1825",1,0,0,0,0,1,0,0,0,0,0
"1826",2,1,0,0,0,0,1,0,0,0,0
"1827",4,1,0,0,0,1,0,0,0,0,0
"1828",4,0,0,0,0,1,0,0,0,0,0
"1829",NA,0,0,0,0,0,0,0,0,0,0
"1830",4,0,0,0,0,1,0,0,0,0,0
"1831",3,0,0,0,0,0,0,0,0,0,0
"1832",2,1,0,0,0,0,0,0,0,0,0
"1833",2,1,0,0,0,0,0,0,1,0,0
"1834",NA,0,0,0,0,0,0,0,0,0,0
"1835",NA,0,0,0,0,0,0,0,0,0,0
"1836",3,1,0,0,0,0,0,0,0,0,0
"1837",NA,0,0,0,0,0,0,0,0,0,0
"1838",3,0,0,0,0,0,0,0,1,0,0
"1839",4,0,1,1,0,0,0,0,0,0,0
"1840",4,0,0,0,0,0,0,0,0,0,0
"1841",1,0,0,0,0,0,0,0,0,0,1
"1842",3,1,0,0,0,0,0,0,0,0,0
"1843",1,1,1,1,1,0,0,1,0,0,1
"1844",4,0,0,0,0,1,0,0,0,0,0
"1845",1,0,0,0,0,0,0,0,0,0,0
"1846",3,0,0,0,0,0,0,0,0,0,0
"1847",4,1,0,0,0,0,1,0,0,1,0
"1848",4,0,0,0,0,1,0,0,0,0,0
"1849",1,1,0,0,0,0,0,0,0,0,0
"1850",4,1,0,0,0,0,0,0,0,0,0
"1851",4,1,0,1,0,0,0,0,0,0,0
"1852",3,1,0,0,0,0,0,0,1,0,0
"1853",4,0,0,0,0,1,0,0,0,0,0
"1854",1,0,0,0,0,0,0,0,0,0,0
"1855",1,0,0,0,0,0,0,0,0,0,0
"1856",NA,0,0,0,0,0,0,0,0,0,0
"1857",4,1,0,0,0,1,0,0,0,0,0
"1858",4,0,0,0,0,0,0,0,0,0,0
"1859",1,1,0,0,0,0,0,0,0,0,1
"1860",2,1,0,0,0,0,0,0,0,0,0
"1861",4,0,0,0,0,0,0,0,1,0,0
"1862",1,0,0,0,0,0,0,0,0,0,0
"1863",4,1,0,0,0,0,0,0,0,0,0
"1864",4,0,0,0,0,0,1,0,0,0,0
"1865",2,0,0,0,0,0,0,0,0,0,0
"1866",4,0,0,0,0,1,0,0,0,0,0
"1867",4,0,1,0,0,0,0,0,0,0,0
"1868",2,1,0,0,0,0,0,0,0,0,0
"1869",4,1,0,0,0,0,0,1,0,0,0
"1870",4,1,0,0,0,1,0,1,1,0,0
"1871",NA,0,0,0,0,0,0,0,0,0,0
"1872",1,0,0,0,0,0,0,0,0,0,0
"1873",NA,0,0,0,0,0,0,0,0,0,0
"1874",1,1,0,0,0,1,0,0,0,0,0
"1875",3,1,0,0,0,0,0,0,0,0,0
"1876",3,1,0,0,0,0,0,0,0,0,0
"1877",4,1,0,0,1,0,0,0,0,0,0
"1878",2,1,0,0,0,0,0,0,0,0,0
"1879",4,0,0,0,0,0,1,0,0,1,0
"1880",4,0,0,0,0,1,0,0,0,0,0
"1881",NA,0,0,0,0,0,0,0,0,0,0
"1882",2,1,0,0,0,0,0,0,0,0,0
"1883",2,0,0,0,0,1,0,0,0,0,0
"1884",3,0,0,0,0,0,1,0,0,0,0
"1885",1,0,0,0,0,0,0,0,0,0,0
"1886",4,0,0,0,1,0,0,0,0,0,1
"1887",1,0,0,1,0,0,0,0,0,0,0
"1888",2,0,0,0,0,0,0,0,0,0,0
"1889",1,0,0,0,0,0,0,0,0,0,0
"1890",NA,0,0,0,0,0,0,0,0,0,0
"1891",4,1,0,0,0,0,0,0,0,0,0
"1892",1,0,0,0,0,1,0,0,0,0,0
"1893",1,0,0,0,0,0,0,0,0,0,0
"1894",1,0,0,0,0,0,0,0,0,0,0
"1895",3,1,0,0,0,0,0,0,0,0,0
"1896",4,0,0,0,0,0,1,0,0,0,0
"1897",2,1,0,0,0,0,0,0,0,0,0
"1898",3,0,0,0,0,1,0,0,0,0,0
"1899",3,0,0,0,0,0,1,0,0,0,0
"1900",1,0,0,0,0,0,0,0,0,0,0
"1901",3,1,0,0,0,0,0,1,0,0,0
"1902",3,1,0,0,0,1,0,0,0,0,0
"1903",2,1,0,0,0,1,0,1,0,0,0
"1904",1,0,0,0,0,0,0,0,0,0,0
"1905",4,1,0,0,0,0,0,1,0,0,1
"1906",4,1,0,0,0,0,0,0,0,0,0
"1907",1,1,0,0,0,0,0,0,0,0,0
"1908",3,1,0,0,0,0,0,0,0,0,0
"1909",NA,0,0,0,0,0,0,0,0,0,0
"1910",3,0,1,0,0,0,0,0,0,0,0
"1911",3,1,0,0,0,0,0,0,0,0,0
"1912",3,1,0,0,0,0,0,0,0,0,0
"1913",2,0,0,0,0,0,0,0,0,0,1
"1914",2,0,0,0,0,0,0,0,1,0,0
"1915",3,1,0,0,0,0,0,0,0,0,1
"1916",NA,0,0,0,0,0,0,0,0,0,0
"1917",NA,0,0,0,0,0,0,0,0,0,0
"1918",NA,0,0,0,0,0,0,0,0,0,0
"1919",1,0,0,0,0,0,0,0,0,0,0
"1920",3,0,0,0,0,0,0,0,0,0,0
"1921",NA,0,0,0,0,0,0,0,0,0,0
"1922",3,0,0,0,0,1,0,0,0,0,0
"1923",4,1,0,0,1,0,0,0,0,0,0
"1924",4,0,0,0,0,0,0,0,0,0,1
"1925",4,1,0,0,0,0,0,0,0,0,0
"1926",NA,0,0,0,0,0,0,0,0,0,0
"1927",3,0,0,0,0,0,0,0,0,0,0
"1928",NA,0,0,0,0,0,0,0,0,0,0
"1929",4,1,0,0,0,0,0,0,0,0,0
"1930",4,1,0,0,0,0,0,0,0,0,0
"1931",4,0,0,0,0,1,0,0,0,0,0
"1932",3,0,0,0,0,0,0,0,0,0,0
"1933",3,1,1,0,0,0,0,0,0,0,0
"1934",3,0,0,0,0,0,0,0,1,0,1
"1935",3,0,0,0,0,0,0,0,0,0,0
"1936",3,0,0,0,0,0,0,0,0,0,0
"1937",2,1,0,0,0,0,0,1,1,0,0
"1938",4,0,0,0,0,0,0,0,0,0,0
"1939",4,0,0,0,0,0,0,1,0,0,0
"1940",3,0,0,0,0,0,0,0,0,0,1
"1941",4,1,0,0,1,0,0,0,0,0,0
"1942",3,1,0,0,0,0,1,0,0,0,1
"1943",2,0,0,0,0,0,0,0,1,0,0
"1944",2,1,0,0,0,0,0,0,0,0,0
"1945",3,0,0,0,0,0,0,0,0,0,0
"1946",4,0,0,0,0,1,0,1,0,0,0
"1947",4,1,0,0,0,0,0,0,0,0,0
"1948",3,1,0,0,0,0,0,0,0,0,0
"1949",4,1,0,0,0,1,0,0,1,0,0
"1950",3,1,0,0,0,0,0,0,0,0,0
"1951",4,1,0,0,0,0,0,0,0,0,0
"1952",3,1,0,0,0,1,0,1,1,0,0
"1953",4,0,0,0,0,0,1,0,0,0,1
"1954",4,1,0,0,0,0,0,0,0,0,0
"1955",3,0,0,0,0,0,0,0,0,0,0
"1956",1,0,0,0,0,0,0,1,0,0,0
"1957",4,1,0,0,1,0,1,0,0,0,0
"1958",3,0,0,0,0,0,0,0,0,0,0
"1959",3,1,0,0,0,0,0,0,1,0,0
"1960",NA,0,0,0,0,0,0,0,0,0,0
"1961",2,1,0,0,0,0,0,0,0,0,0
"1962",4,1,0,0,0,0,1,0,0,0,0
"1963",2,1,0,0,0,0,0,0,0,0,1
"1964",NA,0,0,0,0,0,0,0,0,0,0
"1965",4,0,1,0,0,0,0,0,0,0,0
"1966",4,1,0,0,1,0,0,1,0,0,0
"1967",4,0,0,0,0,0,0,0,0,0,1
"1968",NA,0,0,0,0,0,0,0,0,0,0
"1969",2,1,0,0,0,0,0,0,0,0,0
"1970",2,1,0,0,0,0,0,0,0,0,0
"1971",4,0,0,0,0,0,0,0,0,0,1
"1972",4,0,0,0,0,1,0,0,0,0,0
"1973",3,1,0,0,0,0,0,0,0,0,0
"1974",4,1,0,0,0,1,0,1,1,0,0
"1975",4,0,0,0,0,0,0,0,1,0,1
"1976",3,1,0,0,0,0,0,0,0,0,0
"1977",1,0,0,0,0,0,0,0,0,0,0
"1978",4,0,0,0,0,0,0,0,1,0,0
"1979",3,1,0,0,0,1,0,1,0,0,0
"1980",4,0,0,0,0,0,1,0,0,0,0
"1981",3,1,0,0,0,0,0,0,1,0,0
"1982",1,0,0,0,0,0,0,0,0,1,0
"1983",3,0,1,1,0,0,0,0,0,0,1
"1984",NA,0,0,0,0,0,0,0,0,0,0
"1985",3,0,0,0,0,0,0,0,1,0,0
"1986",4,0,0,0,0,0,0,0,0,0,1
"1987",2,0,0,0,0,0,0,0,1,0,0
"1988",3,0,0,0,0,0,0,0,0,0,0
"1989",3,0,0,0,0,0,0,0,0,0,0
"1990",3,0,0,0,0,0,0,0,0,0,0
"1991",2,0,0,0,0,0,0,0,0,0,0
"1992",4,1,0,0,1,1,1,1,1,1,0
"1993",1,1,0,0,0,0,0,0,0,0,0
"1994",3,1,0,0,0,0,0,0,0,0,0
"1995",3,0,0,0,0,0,1,0,0,0,0
"1996",2,1,0,0,0,0,0,0,0,0,0
"1997",3,1,0,0,0,0,0,1,0,0,0
"1998",NA,0,0,0,0,0,0,0,0,0,0
"1999",2,1,0,0,0,0,0,0,0,0,1
"2000",3,0,0,0,0,1,0,0,0,0,0
"2001",1,0,1,1,0,0,0,0,0,0,0
"2002",3,0,1,1,0,0,0,0,0,0,0
"2003",2,1,0,0,0,0,0,0,0,0,0
"2004",NA,0,0,0,0,0,0,0,0,0,0
"2005",4,0,0,0,0,0,0,0,0,0,0
"2006",4,1,0,0,0,0,0,0,0,0,0
"2007",4,0,0,0,0,0,0,0,1,0,0
"2008",3,0,0,0,0,1,0,0,0,0,0
"2009",3,1,0,0,0,1,0,1,0,1,0
"2010",1,1,0,0,0,0,0,0,0,0,0
"2011",3,1,0,0,0,0,0,0,0,0,0
"2012",4,0,0,0,0,1,0,0,0,0,0
"2013",3,1,0,0,0,0,0,1,0,0,0
"2014",3,0,0,0,0,0,1,0,0,0,0
"2015",3,1,0,0,0,0,0,0,0,0,0
"2016",3,1,0,0,0,0,0,0,0,0,0
"2017",1,0,0,0,1,0,0,1,0,0,0
"2018",3,0,0,0,0,0,0,0,0,0,1
"2019",4,1,0,0,0,0,0,0,0,0,0
"2020",3,1,0,0,0,1,0,1,1,0,0
"2021",2,0,0,0,0,0,0,0,0,0,0
"2022",3,1,0,0,0,0,0,0,0,0,0
"2023",1,0,0,0,0,0,0,0,0,0,0
"2024",3,0,0,0,0,0,0,1,0,0,0
"2025",NA,0,0,0,0,0,0,0,0,0,0
"2026",1,0,0,0,0,0,0,0,0,0,1
"2027",2,0,0,0,0,0,0,0,0,0,1
"2028",3,1,0,0,0,1,0,0,0,0,0
"2029",3,1,0,0,1,0,0,0,0,0,0
"2030",NA,0,0,0,0,0,0,0,0,0,0
"2031",3,1,0,0,0,0,0,1,0,0,0
"2032",NA,0,0,0,0,0,0,0,0,0,0
"2033",1,0,0,0,0,0,0,0,0,0,1
"2034",4,0,0,0,0,0,0,0,0,0,1
"2035",NA,0,0,0,0,0,0,0,0,0,0
"2036",3,0,0,0,0,0,0,1,0,0,0
"2037",4,0,0,0,0,0,0,0,0,0,0
"2038",NA,0,0,0,0,0,0,0,0,0,0
"2039",4,0,0,0,0,0,0,0,1,0,0
"2040",4,0,0,0,0,0,0,0,0,0,0
"2041",4,1,0,0,0,1,0,0,0,0,0
"2042",4,1,0,0,0,0,0,0,1,0,0
"2043",2,1,0,0,0,0,0,0,0,0,0
"2044",3,1,1,0,0,0,0,0,0,0,0
"2045",3,1,0,0,0,0,0,0,0,0,0
"2046",3,1,0,0,0,0,0,0,0,0,0
"2047",4,1,0,0,0,0,0,0,0,0,0
"2048",NA,0,0,0,0,0,0,0,0,0,0
"2049",3,0,0,0,0,0,0,0,1,0,0
"2050",3,1,0,0,0,0,0,0,0,0,0
"2051",3,0,0,0,0,0,0,0,0,0,0
"2052",4,0,0,0,0,0,0,0,1,0,0
"2053",4,1,0,0,0,0,0,0,0,0,0
"2054",4,0,0,0,0,0,0,1,0,0,0
"2055",1,0,0,0,0,0,0,0,0,0,1
"2056",3,1,0,0,0,0,0,0,0,0,0
"2057",3,0,0,0,0,0,0,0,0,0,0
"2058",3,0,0,0,0,0,1,1,0,0,0
"2059",1,1,0,0,0,0,0,0,0,0,0
"2060",2,0,0,0,0,0,0,0,0,0,0
"2061",1,0,0,0,0,0,0,1,0,0,0
"2062",4,0,0,0,0,0,0,1,0,0,0
"2063",3,0,0,0,0,0,0,0,0,0,0
"2064",4,1,0,0,0,0,0,1,0,0,0
"2065",NA,0,0,0,0,0,0,0,0,0,0
"2066",4,0,0,0,0,1,0,1,0,0,0
"2067",4,0,0,0,0,0,0,0,1,0,0
"2068",4,1,0,0,0,1,0,1,1,0,0
"2069",3,0,0,0,0,0,0,0,0,0,0
"2070",3,1,0,0,0,0,0,0,0,0,0
"2071",1,1,0,0,0,0,0,0,0,0,0
"2072",2,1,0,1,1,1,0,0,0,0,1
"2073",NA,0,0,0,0,0,0,0,0,0,0
"2074",4,1,0,0,0,0,0,0,0,0,0
"2075",3,0,0,0,0,0,1,0,0,0,0
"2076",NA,0,0,0,0,0,0,0,0,0,0
"2077",3,1,0,0,0,1,0,1,0,0,0
"2078",4,0,0,0,0,0,0,0,1,0,0
"2079",3,1,0,0,0,0,0,1,1,0,1
"2080",4,1,0,0,0,1,0,0,0,0,0
"2081",3,1,0,0,0,0,0,0,0,0,0
"2082",4,1,0,0,0,1,0,1,1,0,0
"2083",3,1,0,0,0,0,0,0,0,0,0
"2084",3,1,0,0,0,0,0,0,1,0,0
"2085",4,1,0,0,0,0,0,0,1,0,0
"2086",3,1,0,0,0,0,0,0,0,0,0
"2087",3,0,0,0,0,0,0,0,0,0,0
"2088",3,1,0,0,0,0,0,0,0,0,0
"2089",NA,0,0,0,0,0,0,0,0,0,0
"2090",4,0,0,0,0,1,0,0,0,0,0
"2091",4,1,0,0,0,0,0,1,0,0,0
"2092",4,0,0,0,0,1,0,0,1,0,0
"2093",4,1,0,0,0,0,0,0,0,0,0
"2094",3,1,0,0,0,1,0,0,0,0,0
"2095",2,1,0,0,0,1,0,1,1,0,0
"2096",NA,0,0,0,0,0,0,0,0,0,0
"2097",1,1,0,1,0,0,0,0,0,0,0
"2098",4,0,0,0,0,0,0,0,0,0,0
"2099",2,1,0,0,1,0,0,0,1,0,0
"2100",NA,0,0,0,0,0,0,0,0,0,0
"2101",3,1,0,0,0,0,0,0,0,0,0
"2102",2,0,0,0,0,0,1,0,0,0,0
"2103",3,0,0,0,0,0,0,0,0,0,0
"2104",4,0,0,0,0,1,0,0,0,0,0
"2105",4,0,0,0,0,0,0,0,1,0,0
"2106",2,1,0,0,0,0,0,0,0,0,0
"2107",NA,0,0,0,0,0,0,0,0,0,0
"2108",4,0,0,0,0,0,0,0,1,0,0
"2109",3,1,0,0,0,0,0,0,0,0,0
"2110",4,0,0,0,0,0,0,0,0,0,0
"2111",2,1,0,0,0,0,0,0,0,0,0
"2112",2,0,0,0,0,0,0,1,0,0,0
"2113",4,1,0,0,0,0,0,0,0,0,0
"2114",4,0,0,1,0,0,0,0,0,0,0
"2115",2,0,0,0,0,0,0,0,0,0,0
"2116",1,0,0,0,0,0,0,0,0,0,0
"2117",3,1,0,0,0,0,0,0,0,0,0
"2118",3,1,0,0,0,0,0,0,0,0,0
"2119",4,1,0,0,0,1,0,0,1,0,0
"2120",3,0,0,0,0,0,0,1,0,0,0
"2121",3,1,0,0,0,0,0,0,0,0,0
"2122",3,1,0,0,0,0,0,0,0,0,0
"2123",2,1,0,0,0,0,0,0,0,0,0
"2124",3,1,0,0,0,0,0,0,0,0,0
"2125",3,0,0,0,0,0,0,0,1,0,1
"2126",3,1,0,0,0,0,0,1,0,0,0
"2127",4,1,0,0,0,0,0,0,0,0,0
"2128",3,0,0,0,0,0,0,0,0,0,0
"2129",1,1,0,0,0,0,0,0,0,0,0
"2130",4,1,0,0,0,0,0,0,0,0,0
"2131",4,1,0,0,0,0,0,1,0,0,0
"2132",3,1,0,0,0,0,0,0,0,0,0
"2133",1,0,0,0,0,0,0,0,0,0,0
"2134",1,0,0,0,0,0,0,0,0,0,0
"2135",2,0,0,0,0,0,0,0,0,0,1
"2136",3,0,0,0,0,1,0,0,0,0,0
"2137",NA,0,0,0,0,0,0,0,0,0,0
