"","win_os_perl_distro_strawberry","win_os_perl_distro_activestate","win_os_perl_distro_cygwin","win_os_perl_distro_other","win_os_perl_distro_best"
"1951",0,0,0,0,NA
"1952",0,1,0,0,2
"1953",0,0,0,0,NA
"1954",0,0,0,0,NA
"1955",0,0,0,0,NA
"1956",0,1,0,0,2
"1957",0,0,0,0,NA
"1958",0,0,0,0,NA
"1959",0,1,1,0,2
"1960",0,0,0,0,NA
"1961",0,1,0,0,2
"1962",0,1,0,0,NA
"1963",1,0,0,0,1
"1964",0,0,0,0,NA
"1965",1,0,0,1,1
"1966",0,1,0,0,2
"1967",0,1,0,0,2
"1968",0,0,0,0,NA
"1969",0,0,0,0,NA
"1970",0,0,0,0,NA
"1971",0,1,0,0,2
"1972",0,1,0,0,2
"1973",1,0,0,0,1
"1974",0,1,0,0,NA
"1975",0,0,0,0,NA
"1976",0,0,0,0,NA
"1977",0,0,0,0,NA
"1978",0,0,0,0,NA
"1979",0,1,1,0,2
"1980",0,0,0,0,NA
"1981",1,0,0,0,1
"1982",0,0,0,0,NA
"1983",0,0,0,0,NA
"1984",0,0,0,0,NA
"1985",0,0,0,0,NA
"1986",0,1,0,0,2
"1987",0,1,0,0,NA
"1988",0,0,0,0,NA
"1989",0,0,0,0,NA
"1990",0,1,0,0,2
"1991",0,1,0,0,2
"1992",1,0,0,0,1
"1993",1,0,0,0,1
"1994",0,1,0,0,NA
"1995",0,0,0,0,NA
"1996",0,1,0,0,2
"1997",0,0,0,0,NA
"1998",0,0,0,0,NA
"1999",1,0,0,0,1
"2000",0,0,0,0,NA
"2001",0,0,0,0,NA
"2002",0,0,0,0,NA
"2003",0,1,0,0,2
"2004",0,0,0,0,NA
"2005",0,0,0,0,NA
"2006",0,1,0,0,NA
"2007",0,1,0,0,2
"2008",0,0,0,0,NA
"2009",0,0,0,0,NA
"2010",0,0,0,0,NA
"2011",0,0,0,0,NA
"2012",0,1,0,0,2
"2013",0,0,0,0,NA
"2014",0,0,0,0,NA
"2015",0,1,1,0,2
"2016",0,1,0,0,2
"2017",0,0,0,1,4
"2018",1,0,0,0,1
"2019",0,1,0,0,3
"2020",0,1,0,0,2
"2021",0,0,0,0,NA
"2022",0,1,0,0,2
"2023",0,0,0,0,NA
"2024",0,1,0,0,2
"2025",0,0,0,0,NA
"2026",0,1,0,0,2
"2027",0,0,0,0,NA
"2028",0,0,0,0,NA
"2029",0,1,0,0,2
"2030",0,0,0,0,NA
"2031",0,0,0,0,NA
"2032",0,0,0,0,NA
"2033",0,1,0,0,2
"2034",0,1,0,0,NA
"2035",0,0,0,0,NA
"2036",0,0,0,0,NA
"2037",1,1,0,0,1
"2038",0,0,0,0,NA
"2039",0,0,0,0,NA
"2040",0,0,0,0,NA
"2041",0,0,0,0,NA
"2042",0,0,0,0,NA
"2043",0,1,0,0,2
"2044",0,0,0,0,NA
"2045",0,1,0,0,NA
"2046",1,0,0,0,1
"2047",0,0,0,0,NA
"2048",0,0,0,0,NA
"2049",0,0,0,0,NA
"2050",0,0,0,0,NA
"2051",0,0,0,0,NA
"2052",0,0,0,0,NA
"2053",0,0,0,0,NA
"2054",0,1,0,0,2
"2055",0,1,0,0,2
"2056",1,0,0,0,1
"2057",0,0,0,0,NA
"2058",0,0,0,0,NA
"2059",0,0,0,0,NA
"2060",0,0,0,0,NA
"2061",0,0,0,0,NA
"2062",1,0,0,0,1
"2063",0,0,0,0,NA
"2064",0,0,1,0,1
"2065",0,0,0,0,NA
"2066",0,0,0,0,NA
"2067",0,0,0,0,NA
"2068",0,1,0,0,2
"2069",0,0,0,0,NA
"2070",0,0,1,0,3
"2071",0,0,0,0,NA
"2072",0,1,0,0,2
"2073",0,0,0,0,NA
"2074",1,0,1,0,1
"2075",0,0,0,0,NA
"2076",1,1,0,0,1
"2077",0,0,0,0,NA
"2078",0,0,0,0,2
"2079",0,1,0,0,2
"2080",0,0,0,0,NA
"2081",0,1,0,0,2
"2082",0,0,0,0,NA
"2083",0,1,0,0,2
"2084",0,0,1,0,3
"2085",0,0,0,0,NA
"2086",0,1,0,0,3
"2087",0,0,0,0,NA
"2088",1,0,0,0,1
"2089",0,0,0,0,NA
"2090",1,0,0,0,1
"2091",0,0,0,0,NA
"2092",0,0,0,0,NA
"2093",0,1,0,0,2
"2094",0,0,0,0,NA
"2095",1,0,0,0,1
"2096",0,0,0,0,NA
"2097",1,0,0,0,1
"2098",1,1,0,0,1
"2099",0,0,0,0,NA
"2100",0,0,0,0,NA
"2101",0,0,0,0,NA
"2102",0,0,0,0,NA
"2103",0,0,0,0,NA
"2104",0,0,0,0,NA
"2105",0,1,0,0,2
"2106",1,0,0,0,1
"2107",0,0,0,0,NA
"2108",0,0,1,0,1
"2109",0,1,0,0,2
"2110",0,0,0,0,NA
"2111",0,0,0,0,NA
"2112",0,0,0,0,3
"2113",0,0,0,0,NA
"2114",0,0,0,0,NA
"2115",0,0,0,0,NA
"2116",0,0,0,0,NA
"2117",1,0,0,0,1
"2118",0,0,0,0,NA
"2119",1,0,0,0,1
"2120",0,0,0,0,NA
"2121",0,0,0,0,NA
"2122",0,0,0,0,NA
"2123",0,0,0,0,NA
"2124",1,0,0,0,1
"2125",0,1,0,0,2
"2126",0,0,0,0,NA
"2127",0,1,0,0,2
"2128",0,0,0,0,NA
"2129",0,0,0,0,NA
"2130",0,0,0,0,NA
"2131",0,1,0,0,2
"2132",0,0,0,0,NA
"2133",0,1,0,0,2
"2134",0,0,0,0,NA
"2135",0,0,0,0,NA
"2136",1,1,0,0,2
"2137",0,0,0,0,NA
"2138",0,0,0,0,NA
"2139",0,0,0,0,NA
"2140",0,0,0,0,NA
"2141",0,0,0,0,NA
"2142",1,1,1,0,1
"2143",0,0,0,0,NA
"2144",0,0,0,0,NA
"2145",0,0,0,0,NA
"2146",0,1,0,0,2
"2147",1,0,1,0,1
"2148",0,0,0,0,NA
"2149",0,1,0,0,2
"2150",0,0,0,0,NA
"2151",0,1,0,0,2
"2152",0,0,0,0,NA
"2153",0,0,0,0,NA
"2154",0,1,0,0,2
"2155",0,0,0,0,NA
"2156",0,1,0,0,2
"2157",0,0,0,0,NA
"2158",1,0,0,0,1
"2159",0,0,0,0,NA
"2160",1,1,0,0,2
"2161",0,0,0,0,NA
"2162",0,0,0,0,NA
"2163",0,1,0,0,2
"2164",0,0,0,0,NA
"2165",0,0,0,0,NA
"2166",0,1,0,0,2
"2167",0,1,0,0,2
"2168",0,1,1,0,2
"2169",0,0,0,0,NA
"2170",0,0,0,0,NA
"2171",1,0,0,0,1
"2172",0,1,0,0,2
"2173",1,1,0,0,1
"2174",0,0,0,0,NA
"2175",0,1,0,0,2
"2176",0,0,1,0,3
"2177",0,0,0,0,NA
"2178",0,1,0,0,2
"2179",1,0,0,0,1
"2180",0,1,0,0,2
"2181",0,0,0,0,NA
"2182",0,0,0,0,NA
"2183",0,0,0,0,NA
"2184",0,0,0,0,NA
"2185",0,0,0,0,NA
"2186",0,0,0,0,NA
"2187",0,1,0,0,2
"2188",0,0,0,0,NA
"2189",0,0,0,0,NA
"2190",0,1,0,0,2
"2191",0,0,0,0,NA
"2192",0,0,1,0,2
"2193",0,0,1,0,3
"2194",0,0,0,0,NA
"2195",0,0,0,0,NA
"2196",0,0,0,0,NA
"2197",0,0,0,0,NA
"2198",0,0,0,0,NA
"2199",0,1,0,0,2
"2200",0,0,0,0,NA
"2201",1,0,0,0,1
"2202",0,1,0,0,2
"2203",0,1,0,0,2
"2204",0,0,0,0,NA
"2205",0,1,0,0,2
"2206",0,1,0,0,2
"2207",0,1,1,0,2
"2208",0,1,0,0,2
"2209",0,1,0,0,2
"2210",0,1,0,0,NA
"2211",0,1,0,0,2
"2212",0,0,0,0,NA
"2213",0,0,0,0,NA
"2214",0,0,0,0,NA
"2215",0,0,0,0,NA
"2216",0,0,0,0,NA
"2217",0,0,0,0,NA
"2218",0,1,0,0,NA
"2219",0,0,0,0,NA
"2220",0,0,0,0,NA
"2221",0,0,0,0,NA
"2222",0,0,0,0,NA
"2223",0,1,0,0,2
"2224",0,0,0,0,NA
"2225",0,1,0,0,4
"2226",0,0,0,0,NA
"2227",0,0,0,0,NA
"2228",0,1,0,0,2
"2229",0,1,0,0,2
"2230",1,1,0,1,1
"2231",0,0,0,0,NA
"2232",0,0,1,0,1
"2233",0,0,1,0,3
"2234",0,0,0,0,NA
"2235",0,0,0,0,NA
"2236",0,1,0,0,2
"2237",1,0,0,0,1
"2238",0,0,0,0,NA
"2239",0,0,0,0,NA
"2240",0,0,0,0,NA
"2241",0,0,0,0,NA
"2242",1,0,0,0,2
"2243",0,1,1,0,2
"2244",0,1,0,0,NA
"2245",0,0,0,0,NA
"2246",0,0,0,0,NA
"2247",0,1,0,0,2
"2248",0,0,0,0,NA
"2249",0,0,0,0,NA
"2250",0,0,0,0,NA
"2251",0,0,0,0,NA
"2252",0,0,0,0,NA
"2253",0,0,1,0,3
"2254",0,1,1,0,3
"2255",1,0,0,0,1
"2256",0,0,0,0,NA
"2257",0,0,0,0,NA
"2258",0,0,0,0,NA
"2259",0,0,1,0,3
"2260",0,0,0,0,NA
"2261",0,0,0,0,NA
"2262",0,1,1,0,3
"2263",1,0,0,0,4
"2264",0,1,0,0,2
"2265",0,0,1,0,3
"2266",0,0,0,0,NA
"2267",1,1,0,0,1
"2268",0,0,0,0,NA
"2269",1,0,0,0,1
"2270",0,0,0,0,NA
"2271",1,0,0,0,1
"2272",0,0,0,0,NA
"2273",0,0,0,0,NA
"2274",0,1,0,0,2
"2275",0,0,0,0,NA
"2276",0,1,0,0,2
"2277",0,0,0,0,NA
"2278",0,0,1,0,3
"2279",0,0,0,0,NA
"2280",1,0,0,0,1
"2281",0,1,1,0,2
"2282",0,0,0,0,NA
"2283",0,0,0,0,NA
"2284",0,0,0,0,NA
"2285",0,0,0,0,NA
"2286",0,0,0,0,NA
"2287",0,1,0,0,1
"2288",0,0,0,0,NA
"2289",1,0,0,0,1
"2290",1,1,1,0,1
"2291",0,1,0,0,2
"2292",1,1,0,0,1
"2293",0,0,0,0,NA
"2294",1,0,0,0,1
"2295",1,0,0,0,1
"2296",0,0,0,1,4
"2297",1,0,0,0,1
"2298",0,1,0,0,2
"2299",1,1,0,0,1
"2300",0,0,0,0,NA
"2301",0,0,0,0,NA
"2302",0,0,0,0,NA
"2303",0,0,0,0,NA
"2304",0,0,0,0,NA
"2305",1,0,0,0,1
"2306",0,0,0,0,NA
"2307",0,0,0,0,NA
"2308",0,0,0,0,NA
"2309",0,0,0,0,NA
"2310",0,0,0,0,NA
"2311",0,0,0,0,NA
"2312",0,1,0,0,2
"2313",0,0,0,0,NA
"2314",0,0,0,0,NA
"2315",0,0,0,0,NA
"2316",0,1,1,0,2
"2317",0,0,0,0,NA
"2318",0,0,0,0,NA
"2319",1,0,0,0,1
"2320",0,0,0,0,2
"2321",0,1,0,0,2
"2322",0,1,0,0,2
"2323",1,1,0,0,1
"2324",1,1,1,0,1
"2325",0,1,1,0,2
"2326",0,0,0,0,NA
"2327",0,0,0,0,NA
"2328",0,0,0,0,NA
"2329",1,0,0,0,1
"2330",0,0,0,0,NA
"2331",0,0,0,0,NA
"2332",0,0,0,0,NA
"2333",0,0,0,0,NA
"2334",0,0,0,0,NA
"2335",0,0,0,0,NA
"2336",0,0,0,0,NA
"2337",0,1,0,0,1
"2338",0,0,0,0,NA
"2339",1,1,0,0,1
"2340",0,0,0,0,NA
"2341",0,0,0,0,NA
"2342",0,0,0,0,NA
"2343",0,0,0,0,NA
"2344",0,0,0,0,NA
"2345",0,0,0,0,NA
"2346",0,0,0,0,NA
"2347",0,0,0,0,NA
"2348",1,0,0,0,1
"2349",0,0,0,0,NA
"2350",0,0,0,0,NA
"2351",0,1,0,0,2
"2352",0,0,0,0,NA
"2353",0,0,0,0,NA
"2354",0,0,0,0,NA
"2355",0,1,1,0,3
"2356",0,0,0,0,NA
"2357",0,0,0,0,NA
"2358",1,0,0,0,1
"2359",0,0,0,0,NA
"2360",0,1,0,0,2
"2361",0,0,0,0,NA
"2362",0,0,0,0,NA
"2363",0,0,0,0,NA
"2364",0,1,0,0,4
"2365",0,0,0,0,NA
"2366",0,1,0,0,2
"2367",0,0,0,0,NA
"2368",0,1,0,0,2
"2369",0,1,0,0,2
"2370",0,0,0,0,NA
"2371",0,0,0,0,NA
"2372",0,0,0,0,NA
"2373",0,1,0,0,2
"2374",1,1,0,0,1
"2375",0,0,0,0,NA
"2376",0,1,1,0,2
"2377",0,0,0,0,NA
"2378",0,1,0,0,2
"2379",0,0,0,0,NA
"2380",0,0,0,0,NA
"2381",0,0,0,0,NA
"2382",0,1,1,0,2
"2383",0,0,0,0,NA
"2384",0,0,0,0,NA
"2385",0,1,0,0,2
"2386",0,0,0,0,NA
"2387",0,0,0,0,NA
"2388",0,0,0,0,NA
"2389",0,0,0,0,NA
"2390",0,0,1,0,3
"2391",0,1,1,0,2
"2392",0,1,0,0,1
"2393",0,0,0,0,NA
"2394",0,0,0,0,NA
"2395",0,1,0,0,1
"2396",0,0,0,0,NA
"2397",0,0,0,0,NA
"2398",0,0,0,0,NA
"2399",0,0,0,0,NA
"2400",0,1,0,0,2
"2401",0,0,0,0,NA
"2402",1,0,0,0,1
"2403",0,0,0,0,NA
"2404",0,1,0,0,2
"2405",0,0,0,0,NA
"2406",0,0,0,0,NA
"2407",0,0,1,0,3
"2408",0,0,0,0,NA
"2409",0,0,1,0,3
"2410",0,0,0,0,NA
"2411",0,1,0,0,2
"2412",0,0,0,0,NA
"2413",0,1,0,0,1
"2414",0,1,0,0,2
"2415",0,0,0,0,NA
"2416",0,0,0,0,NA
"2417",0,0,0,1,4
"2418",0,1,1,0,NA
"2419",0,0,0,0,NA
"2420",0,1,0,0,2
"2421",0,1,0,0,3
"2422",0,0,0,0,NA
"2423",0,0,0,0,NA
"2424",0,0,0,0,NA
"2425",0,0,0,0,NA
"2426",0,0,0,0,NA
"2427",0,0,0,0,NA
"2428",1,0,0,0,1
"2429",0,0,0,0,NA
"2430",0,1,0,0,2
"2431",0,0,0,0,NA
"2432",0,0,0,0,NA
"2433",0,0,1,0,1
"2434",0,0,0,0,NA
"2435",0,1,0,0,1
"2436",0,0,0,0,NA
"2437",0,1,0,0,2
"2438",0,1,0,0,2
"2439",0,0,0,0,NA
"2440",0,0,0,0,NA
"2441",1,0,0,0,1
"2442",1,0,0,0,1
"2443",0,0,0,0,NA
"2444",0,1,1,0,3
"2445",0,0,0,0,NA
"2446",0,0,0,0,NA
"2447",1,1,0,0,1
"2448",0,1,0,0,2
"2449",0,0,0,0,NA
"2450",0,0,0,0,NA
"2451",0,0,0,0,NA
"2452",1,0,0,0,1
"2453",0,1,0,0,2
"2454",0,0,1,0,3
"2455",0,0,0,0,NA
"2456",0,0,0,0,NA
"2457",0,1,1,0,3
"2458",0,0,0,0,NA
"2459",0,0,0,0,NA
"2460",0,0,0,0,NA
"2461",0,0,1,0,3
"2462",1,1,0,0,1
"2463",0,1,0,0,2
"2464",0,0,0,0,NA
"2465",0,1,1,0,3
"2466",0,0,1,0,3
"2467",0,0,0,0,NA
"2468",0,0,0,0,NA
"2469",0,0,0,0,NA
"2470",0,0,0,0,NA
"2471",0,0,0,0,NA
"2472",0,1,1,0,2
"2473",0,0,0,0,NA
"2474",0,0,0,0,NA
"2475",0,0,0,0,NA
"2476",0,0,0,0,NA
"2477",0,0,0,0,NA
"2478",0,0,0,0,NA
"2479",0,1,0,0,NA
"2480",1,0,0,0,1
"2481",0,0,0,0,NA
"2482",0,0,0,0,NA
"2483",0,1,0,0,2
"2484",0,0,0,0,NA
"2485",0,0,0,0,NA
"2486",0,1,0,0,2
"2487",0,0,0,0,NA
"2488",0,0,0,0,NA
"2489",0,0,1,0,1
"2490",0,0,0,0,NA
"2491",0,0,0,0,NA
"2492",0,1,1,0,NA
"2493",1,1,0,0,1
"2494",0,0,1,0,3
"2495",0,0,0,0,NA
"2496",0,0,0,0,NA
"2497",0,1,0,0,2
"2498",0,0,0,0,NA
"2499",0,0,0,0,NA
"2500",1,1,0,0,1
"2501",1,0,0,0,1
"2502",0,0,0,0,NA
"2503",0,0,0,0,NA
"2504",0,0,0,0,NA
"2505",0,0,0,0,NA
"2506",0,0,0,0,NA
"2507",0,1,0,0,2
"2508",0,0,0,0,NA
"2509",0,0,0,0,NA
"2510",0,0,0,0,NA
"2511",0,0,0,0,NA
"2512",0,0,0,0,NA
"2513",0,1,0,0,2
"2514",0,0,1,0,2
"2515",0,1,0,0,2
"2516",0,0,0,0,NA
"2517",0,0,0,0,NA
"2518",1,0,0,0,1
"2519",0,0,0,0,NA
"2520",0,0,1,0,3
"2521",0,0,0,0,NA
"2522",0,0,0,0,NA
"2523",0,0,0,0,NA
"2524",0,0,0,0,NA
"2525",1,0,0,0,1
"2526",0,1,0,0,2
"2527",0,0,0,0,NA
"2528",0,0,0,0,NA
"2529",0,0,1,0,3
"2530",0,0,0,0,NA
"2531",0,0,0,0,NA
"2532",0,1,0,0,2
"2533",0,0,0,0,NA
"2534",0,0,0,0,NA
"2535",0,0,0,0,NA
"2536",0,1,0,0,2
"2537",0,0,0,0,NA
"2538",0,0,1,0,3
"2539",0,0,0,0,NA
"2540",1,1,0,0,2
"2541",0,1,0,0,2
"2542",0,0,0,0,NA
"2543",1,1,0,0,4
"2544",0,0,0,0,NA
"2545",0,0,0,0,NA
"2546",0,0,0,0,NA
"2547",1,1,0,0,1
"2548",0,0,0,0,NA
"2549",0,0,0,0,NA
"2550",0,1,0,0,2
"2551",0,0,0,0,NA
"2552",0,0,0,0,NA
"2553",0,1,0,0,2
"2554",0,0,0,0,NA
"2555",0,0,0,0,NA
"2556",0,0,0,0,NA
"2557",0,0,0,0,NA
"2558",0,0,0,0,NA
"2559",0,1,0,0,2
"2560",0,0,0,0,NA
"2561",0,0,0,0,NA
"2562",0,0,0,0,NA
"2563",0,0,0,0,NA
"2564",0,0,0,0,NA
"2565",0,0,1,0,3
"2566",0,0,0,0,NA
"2567",0,1,0,0,2
"2568",0,0,0,0,NA
"2569",0,0,0,0,NA
"2570",1,0,0,0,1
"2571",1,0,0,0,1
"2572",0,0,0,0,NA
"2573",0,1,0,0,2
"2574",0,0,0,0,NA
"2575",0,0,0,0,NA
"2576",0,0,0,0,NA
"2577",1,1,0,0,1
"2578",0,0,0,0,NA
"2579",0,0,0,0,NA
"2580",0,0,0,0,NA
"2581",0,1,0,0,2
"2582",0,0,0,0,NA
"2583",0,0,0,0,NA
"2584",0,0,0,0,NA
"2585",0,0,0,0,NA
"2586",0,0,0,0,NA
"2587",0,0,0,0,NA
"2588",0,0,0,0,NA
"2589",1,0,0,0,1
"2590",0,0,0,0,NA
"2591",0,0,0,0,NA
"2592",0,0,1,0,3
"2593",0,1,0,0,2
"2594",0,0,0,0,NA
"2595",0,0,0,0,NA
"2596",0,0,0,0,NA
"2597",0,0,0,0,NA
"2598",0,0,0,0,NA
"2599",0,1,0,0,2
"2600",0,0,0,0,NA
"2601",0,0,0,0,NA
"2602",1,1,0,0,1
"2603",0,0,0,0,NA
"2604",0,0,0,0,NA
"2605",0,0,0,0,NA
"2606",0,0,0,0,NA
"2607",0,0,0,0,NA
"2608",0,0,0,0,NA
"2609",1,0,0,0,1
"2610",0,0,0,0,1
"2611",0,0,0,0,NA
"2612",0,0,0,0,NA
"2613",0,1,0,0,2
"2614",0,1,0,0,2
"2615",1,0,0,0,1
"2616",0,0,0,0,NA
"2617",0,1,0,0,2
"2618",0,0,0,0,NA
"2619",0,1,0,0,2
"2620",0,0,1,0,3
"2621",0,0,0,0,NA
"2622",1,0,0,0,1
"2623",0,0,0,0,NA
"2624",0,0,0,0,NA
"2625",0,0,0,0,NA
"2626",1,1,0,0,1
"2627",1,0,0,0,1
"2628",0,1,0,0,2
"2629",0,0,0,0,NA
"2630",0,0,0,0,NA
"2631",0,0,1,0,3
"2632",1,0,0,0,1
"2633",0,0,0,0,NA
"2634",0,1,0,0,2
"2635",0,0,0,0,NA
"2636",1,0,0,0,1
"2637",1,1,0,0,1
"2638",0,0,0,0,NA
"2639",1,0,0,0,1
"2640",0,1,0,0,2
"2641",0,0,0,0,NA
"2642",0,0,0,0,NA
"2643",0,1,0,0,2
"2644",0,0,0,0,NA
"2645",1,0,0,0,1
"2646",0,1,0,0,2
"2647",0,0,0,0,NA
"2648",0,1,0,0,2
"2649",0,0,0,0,NA
"2650",0,0,0,0,NA
"2651",0,0,0,0,NA
"2652",0,0,0,0,2
"2653",0,0,0,0,NA
"2654",1,0,0,0,1
"2655",0,0,0,0,NA
"2656",0,0,0,0,NA
"2657",0,0,0,0,NA
"2658",0,0,0,0,NA
"2659",0,1,0,0,2
"2660",0,0,0,0,NA
"2661",0,1,0,0,2
"2662",0,0,0,0,NA
"2663",0,0,0,0,NA
"2664",0,0,1,0,1
"2665",0,0,0,0,NA
"2666",0,0,0,0,NA
"2667",0,0,0,0,NA
"2668",0,0,0,1,4
"2669",0,0,0,0,NA
"2670",0,0,0,0,NA
"2671",0,0,0,0,NA
"2672",0,0,0,0,NA
"2673",0,0,0,0,NA
"2674",0,0,1,0,2
"2675",0,0,0,0,NA
"2676",0,0,0,0,NA
"2677",1,0,0,0,1
"2678",0,0,1,0,3
"2679",1,0,0,0,1
"2680",0,0,0,0,NA
"2681",0,0,0,0,NA
"2682",1,0,0,0,1
"2683",0,0,0,0,NA
"2684",0,0,0,0,NA
"2685",1,0,0,0,1
"2686",0,0,0,0,NA
"2687",1,0,0,0,1
"2688",0,1,0,0,2
"2689",0,1,0,0,2
"2690",0,1,0,0,2
"2691",1,0,0,0,1
"2692",0,0,0,0,NA
"2693",0,1,0,0,2
"2694",0,0,0,0,NA
"2695",0,0,0,0,NA
"2696",0,0,0,0,NA
"2697",0,0,0,0,NA
"2698",0,0,1,0,3
"2699",0,0,0,0,NA
"2700",0,1,0,0,2
"2701",0,0,0,0,NA
"2702",0,0,0,0,NA
"2703",0,0,0,0,NA
"2704",1,0,0,0,1
"2705",1,0,0,0,1
"2706",0,0,0,0,NA
"2707",0,1,0,0,2
"2708",0,0,0,0,NA
"2709",0,0,0,0,NA
"2710",0,1,0,0,2
"2711",1,0,0,0,1
"2712",0,0,1,0,3
"2713",0,0,0,0,NA
"2714",0,1,0,0,2
"2715",0,0,1,0,3
"2716",0,0,0,0,NA
"2717",0,0,1,0,3
"2718",0,0,0,0,NA
"2719",1,1,0,0,1
"2720",1,1,1,0,2
"2721",0,0,0,0,NA
"2722",0,0,0,0,NA
"2723",0,1,0,0,2
"2724",0,0,1,0,3
"2725",0,1,0,0,1
"2726",0,1,0,0,2
"2727",0,0,0,0,NA
"2728",0,0,0,0,NA
"2729",0,0,0,0,NA
"2730",0,0,0,0,NA
"2731",0,0,0,0,NA
"2732",1,0,0,0,1
"2733",0,0,0,0,NA
"2734",0,0,0,0,NA
"2735",0,0,1,0,3
"2736",0,1,0,0,2
"2737",1,0,0,0,1
"2738",0,0,0,0,NA
"2739",1,0,0,0,1
"2740",0,1,0,0,2
"2741",0,0,0,0,NA
"2742",0,1,0,0,2
"2743",0,0,0,0,NA
"2744",0,0,0,0,NA
"2745",1,0,1,0,3
"2746",0,0,0,0,NA
"2747",1,0,0,0,1
"2748",0,0,1,0,3
"2749",0,1,0,0,2
"2750",0,1,0,0,2
"2751",0,0,0,0,NA
"2752",0,0,0,0,NA
"2753",0,0,0,0,NA
"2754",0,0,0,0,NA
"2755",1,1,0,0,1
"2756",0,0,0,0,NA
"2757",0,0,0,0,NA
"2758",0,0,0,0,NA
"2759",0,0,0,0,NA
"2760",1,0,0,0,1
"2761",0,0,0,0,NA
"2762",0,0,0,0,NA
"2763",0,0,0,0,NA
"2764",0,0,0,0,NA
"2765",0,1,0,0,NA
"2766",0,0,0,0,NA
"2767",0,0,0,0,NA
"2768",0,0,0,0,NA
"2769",0,0,0,0,NA
"2770",1,0,0,0,1
"2771",1,0,0,0,1
"2772",0,0,0,0,NA
"2773",0,0,0,0,NA
"2774",0,0,0,0,NA
"2775",0,0,1,0,3
"2776",0,0,0,0,NA
"2777",1,0,1,0,1
"2778",0,0,0,0,NA
"2779",0,0,0,0,NA
"2780",0,0,0,0,NA
"2781",0,0,0,0,NA
"2782",0,0,0,0,NA
"2783",0,0,0,0,NA
"2784",0,0,0,0,NA
"2785",1,0,0,0,1
"2786",0,0,0,0,NA
"2787",0,0,0,0,NA
"2788",0,1,0,0,NA
"2789",1,0,0,0,1
"2790",0,1,0,0,2
"2791",0,0,0,0,NA
"2792",1,0,0,0,1
"2793",0,0,0,0,NA
"2794",1,0,0,0,1
"2795",0,0,0,0,NA
"2796",0,1,0,0,2
"2797",0,0,1,0,3
"2798",0,0,0,0,NA
"2799",0,0,0,1,NA
"2800",0,0,0,0,NA
"2801",0,0,0,0,NA
"2802",0,1,0,0,2
"2803",0,1,1,0,2
"2804",0,0,0,0,NA
"2805",0,0,0,0,NA
"2806",0,0,1,0,3
"2807",0,0,0,0,NA
"2808",0,1,0,0,2
"2809",1,0,1,1,4
"2810",0,0,0,0,NA
"2811",0,1,0,0,2
"2812",1,1,0,0,2
"2813",1,0,0,0,1
"2814",0,0,0,0,NA
"2815",0,0,0,0,NA
"2816",0,0,1,0,NA
"2817",1,0,0,0,1
"2818",0,0,1,0,1
"2819",0,0,0,0,NA
"2820",0,1,0,0,NA
"2821",0,0,0,0,NA
"2822",0,0,1,0,3
"2823",0,0,0,0,NA
"2824",0,0,0,0,NA
"2825",0,0,0,0,NA
"2826",0,0,0,0,NA
"2827",1,0,0,0,1
"2828",0,0,0,0,NA
"2829",0,0,0,0,NA
"2830",0,0,0,0,NA
"2831",0,0,0,0,NA
"2832",0,0,0,0,NA
"2833",0,1,0,0,NA
"2834",0,0,0,0,NA
"2835",1,0,0,0,1
"2836",0,0,0,1,NA
"2837",0,0,0,0,NA
"2838",0,0,0,0,NA
"2839",0,1,0,0,2
"2840",1,0,0,0,1
"2841",0,0,0,1,4
"2842",0,1,0,0,2
"2843",0,0,1,0,3
"2844",0,1,0,0,2
"2845",0,1,1,0,2
"2846",0,0,0,0,NA
"2847",0,1,0,0,2
"2848",1,0,1,0,3
"2849",0,0,0,0,NA
"2850",1,1,0,0,1
"2851",0,0,0,0,NA
"2852",0,0,0,0,NA
"2853",0,0,0,0,NA
"2854",0,0,0,0,NA
"2855",1,0,0,0,1
"2856",0,0,0,0,NA
"2857",0,1,0,0,2
"2858",0,0,0,0,NA
"2859",0,0,0,0,NA
"2860",0,0,0,0,NA
"2861",0,0,0,0,NA
"2862",0,0,0,0,NA
"2863",1,0,0,0,1
"2864",0,1,0,0,2
"2865",0,0,0,0,NA
"2866",1,1,0,0,2
"2867",0,1,0,0,NA
"2868",0,0,0,0,NA
"2869",0,1,0,0,2
"2870",0,0,0,0,NA
"2871",0,0,0,0,NA
"2872",1,0,0,0,1
"2873",1,1,0,0,1
"2874",0,0,1,0,NA
"2875",0,1,0,0,2
"2876",0,1,0,1,2
"2877",0,1,0,0,2
"2878",0,1,0,0,2
"2879",0,0,0,0,NA
"2880",0,1,0,0,NA
"2881",0,0,0,0,NA
"2882",0,0,1,0,3
"2883",0,0,0,0,NA
"2884",0,1,1,0,NA
"2885",0,1,0,0,NA
"2886",0,0,0,0,NA
"2887",0,1,1,0,2
"2888",0,0,0,0,NA
"2889",0,0,0,0,NA
"2890",0,1,0,0,2
"2891",0,1,0,0,2
"2892",0,0,0,0,NA
"2893",0,0,0,0,NA
"2894",0,0,0,0,NA
"2895",0,0,0,0,NA
"2896",0,0,0,0,NA
"2897",0,0,0,0,NA
"2898",0,1,0,0,2
"2899",0,1,0,0,NA
"2900",1,0,0,0,3
"2901",0,0,0,0,NA
"2902",0,0,0,0,NA
"2903",0,0,0,0,NA
