"","formally_taught_perl","formally_taught_other_os_language","other_os_language_taught"
"2364",1,1,""
"2365",NA,NA,""
"2366",3,4,"Java, C++"
"2367",1,1,""
"2368",1,1,""
"2369",1,1,""
"2370",1,1,""
"2371",1,2,""
"2372",1,1,""
"2373",1,1,""
"2374",1,1,""
"2375",1,3,"python"
"2376",2,1,""
"2377",2,1,""
"2378",1,1,""
"2379",1,1,""
"2380",1,3,"lisp"
"2381",NA,NA,""
"2382",1,1,""
"2383",NA,NA,""
"2384",NA,NA,""
"2385",1,1,""
"2386",1,1,""
"2387",1,2,"TCL"
"2388",1,2,""
"2389",NA,NA,""
"2390",1,1,""
"2391",1,1,""
"2392",1,1,""
"2393",1,1,""
"2394",NA,NA,""
"2395",NA,1,""
"2396",1,1,""
"2397",NA,NA,""
"2398",4,1,""
"2399",1,1,""
"2400",1,1,""
"2401",1,4,"Java"
"2402",1,1,""
"2403",1,1,""
"2404",1,1,""
"2405",NA,NA,""
"2406",1,1,""
"2407",1,2,""
"2408",NA,NA,""
"2409",1,1,""
"2410",NA,NA,""
"2411",1,1,""
"2412",NA,NA,""
"2413",3,3,"Python[CR]bash[CR]awk"
"2414",1,3,"php"
"2415",1,1,""
"2416",1,1,""
"2417",3,3,"python, ruby"
"2418",2,1,""
"2419",NA,NA,""
"2420",1,1,""
"2421",1,1,""
"2422",1,2,""
"2423",NA,NA,""
"2424",1,1,""
"2425",1,2,""
"2426",1,1,""
"2427",1,1,""
"2428",1,3,"PHP"
"2429",3,3,"PHP"
"2430",1,1,""
"2431",1,3,"lisp"
"2432",1,1,""
"2433",1,1,""
"2434",1,1,""
"2435",1,1,""
"2436",1,2,""
"2437",1,1,""
"2438",3,2,"Python"
"2439",NA,NA,""
"2440",1,1,""
"2441",1,1,""
"2442",1,1,""
"2443",NA,NA,""
"2444",2,2,""
"2445",1,1,""
"2446",1,1,""
"2447",1,1,""
"2448",1,4,"pascal[CR]cobal[CR]c/c++[CR]java"
"2449",NA,NA,""
"2450",3,5,""
"2451",NA,NA,""
"2452",3,3,"php"
"2453",1,1,""
"2454",2,3,"Haskell, Prolog, OCaml"
"2455",2,2,""
"2456",1,1,""
"2457",1,1,""
"2458",1,1,""
"2459",1,1,""
"2460",1,3,"Python[CR]"
"2461",1,1,""
"2462",1,1,""
"2463",1,1,""
"2464",NA,NA,""
"2465",2,3,"PHP.  Only as it applied to basic interactive web systems (no database type stuff).  Also never shown the command line PHP uses."
"2466",1,1,""
"2467",1,1,""
"2468",NA,NA,""
"2469",1,1,""
"2470",1,1,""
"2471",1,1,""
"2472",1,1,""
"2473",1,1,""
"2474",1,3,""
"2475",1,1,""
"2476",1,1,""
"2477",1,1,""
"2478",NA,NA,""
"2479",1,1,""
"2480",1,1,""
"2481",1,1,""
"2482",3,3,""
"2483",1,1,""
"2484",1,1,""
"2485",1,1,""
"2486",1,4,"(pascal), scheme, java, (fortran), (maple)"
"2487",4,1,""
"2488",2,1,""
"2489",1,1,""
"2490",NA,NA,""
"2491",NA,2,""
"2492",1,2,""
"2493",2,1,""
"2494",1,3,"python, up to pygame"
"2495",1,1,""
"2496",1,1,""
"2497",1,2,""
"2498",NA,NA,""
"2499",1,1,""
"2500",1,1,""
"2501",1,1,""
"2502",3,2,"bash, php, python"
"2503",1,1,""
"2504",3,1,""
"2505",NA,NA,""
"2506",2,3,"Python"
"2507",1,3,"Basic"
"2508",1,1,""
"2509",1,1,""
"2510",1,1,""
"2511",2,1,""
"2512",1,1,""
"2513",1,1,""
"2514",1,1,""
"2515",1,1,""
"2516",1,1,""
"2517",1,2,""
"2518",1,1,""
"2519",1,1,""
"2520",1,1,""
"2521",1,1,""
"2522",1,1,""
"2523",1,1,""
"2524",1,1,""
"2525",1,1,""
"2526",1,1,""
"2527",5,3,"php, python"
"2528",2,1,""
"2529",1,1,""
"2530",1,1,""
"2531",2,3,""
"2532",1,1,""
"2533",1,3,"Python, Lua"
"2534",3,1,""
"2535",1,1,""
"2536",1,1,""
"2537",2,1,""
"2538",1,1,""
"2539",2,2,""
"2540",1,1,""
"2541",1,NA,""
"2542",1,1,""
"2543",1,1,""
"2544",1,5,"Java,C++"
"2545",2,2,"scheme"
"2546",1,1,""
"2547",1,3,"java"
"2548",1,2,"Python, but very little."
"2549",1,1,""
"2550",1,1,""
"2551",1,1,""
"2552",1,1,""
"2553",2,4,"java"
"2554",1,1,""
"2555",2,3,"python, php"
"2556",NA,NA,""
"2557",1,1,""
"2558",NA,NA,""
"2559",1,1,""
"2560",1,1,"N/A"
"2561",1,1,"Not completely sure what you mean by 'dynamic language', I assume dynamic types[CR]"
"2562",1,1,""
"2563",1,1,""
"2564",1,1,""
"2565",1,1,""
"2566",2,1,""
"2567",1,1,""
"2568",1,1,""
"2569",1,1,""
"2570",2,1,""
"2571",5,1,""
"2572",1,2,""
"2573",1,1,""
"2574",1,1,""
"2575",1,1,""
"2576",1,2,"tcsh, bash"
"2577",1,1,""
"2578",1,3,"python"
"2579",NA,NA,""
"2580",NA,NA,""
"2581",1,1,""
"2582",NA,NA,""
"2583",1,1,""
"2584",1,1,""
"2585",1,1,""
"2586",1,1,""
"2587",1,1,""
"2588",1,1,""
"2589",1,1,""
"2590",2,4,""
"2591",1,1,""
"2592",1,1,""
"2593",1,1,""
"2594",1,1,""
"2595",1,1,""
"2596",3,3,""
"2597",NA,NA,""
"2598",1,1,""
"2599",3,1,""
"2600",1,1,""
"2601",1,5,"Scheme[CR]Smalltalk[CR]Common Lisp[CR]Prolog"
"2602",2,1,""
"2603",1,1,""
"2604",NA,NA,""
"2605",NA,NA,""
"2606",1,1,""
"2607",1,1,""
"2608",1,3,"C"
"2609",1,1,""
"2610",1,1,""
"2611",1,1,""
"2612",1,1,""
"2613",1,3,"C++[CR]Java"
"2614",1,1,""
"2615",1,1,""
"2616",1,4,"Python"
"2617",1,1,""
"2618",1,1,""
"2619",1,1,""
"2620",2,3,""
"2621",1,1,""
"2622",1,1,""
"2623",4,4,"lisp[CR]shell"
"2624",1,4,"scheme"
"2625",2,1,""
"2626",1,2,"shell"
"2627",1,1,""
"2628",1,1,""
"2629",1,1,""
"2630",1,2,"Bash"
"2631",1,2,""
"2632",1,3,"Python"
"2633",NA,NA,""
"2634",1,1,"none"
"2635",1,1,""
"2636",1,1,""
"2637",1,3,"python bash"
"2638",NA,NA,""
"2639",1,1,""
"2640",1,2,"Lisp"
"2641",1,1,""
"2642",1,1,""
"2643",1,2,""
"2644",NA,NA,""
"2645",1,1,""
"2646",1,1,"None - my last degree was in 1974 ;-)"
"2647",1,3,""
"2648",1,1,""
"2649",1,3,"Scheme"
"2650",1,1,""
"2651",1,1,""
"2652",4,3,"PHP"
"2653",1,1,""
"2654",1,1,""
"2655",1,1,""
"2656",3,4,"php"
"2657",3,3,"PHP"
"2658",1,1,""
"2659",5,5,"bash"
"2660",1,1,""
"2661",4,4,""
"2662",1,1,""
"2663",1,2,""
"2664",1,1,""
"2665",1,3,"Python"
"2666",2,1,""
"2667",NA,NA,""
"2668",5,5,"C#, Fortran"
"2669",1,1,""
"2670",1,2,""
"2671",1,1,""
"2672",1,1,""
"2673",1,3,"C, sh, C++, Java, PHP"
"2674",1,1,""
"2675",NA,NA,""
"2676",NA,NA,""
"2677",1,1,""
"2678",1,1,""
"2679",1,1,""
"2680",1,1,""
"2681",3,2,"PHP"
"2682",1,1,""
"2683",3,4,""
"2684",2,1,""
"2685",3,1,""
"2686",4,4,""
"2687",1,1,""
"2688",1,2,""
"2689",1,3,"C"
"2690",1,NA,""
"2691",1,1,""
"2692",1,2,""
"2693",1,1,""
"2694",1,1,""
"2695",1,1,""
"2696",2,1,""
"2697",1,1,""
"2698",1,1,""
"2699",1,1,""
"2700",1,3,"bash, PHP"
"2701",1,1,""
"2702",1,1,""
"2703",1,1,""
"2704",1,1,""
"2705",1,1,""
"2706",3,1,""
"2707",1,1,""
"2708",NA,NA,""
"2709",1,2,""
"2710",3,3,"Python and Ruby.  Enough for one class on Web Applications."
"2711",1,1,""
"2712",3,5,"Python"
"2713",NA,NA,""
"2714",1,1,""
"2715",1,1,""
"2716",1,1,""
"2717",1,1,""
"2718",NA,NA,""
"2719",1,1,""
"2720",1,1,""
"2721",NA,NA,""
"2722",3,5,"PHP"
"2723",1,1,""
"2724",1,1,""
"2725",1,1,""
"2726",1,1,""
"2727",2,1,""
"2728",2,1,""
"2729",4,3,"Java"
"2730",3,1,""
"2731",1,1,""
"2732",1,1,""
"2733",3,1,""
"2734",1,2,""
"2735",1,1,""
"2736",1,1,""
"2737",1,1,""
"2738",1,1,""
"2739",1,1,""
"2740",2,3,""
"2741",NA,NA,""
"2742",2,4,""
"2743",1,1,""
"2744",NA,NA,""
"2745",1,1,""
"2746",1,1,""
"2747",1,1,""
"2748",2,2,""
"2749",2,4,"PHP, PYTHON"
"2750",2,2,""
"2751",1,3,"Java (thoug that wasn't open source yet at the time)[CR]Python[CR]"
"2752",1,2,""
"2753",NA,NA,""
"2754",1,1,""
"2755",1,1,"I have no formal education qualifications whatsoever, I didn't finish school and thus am self taught."
"2756",1,1,""
"2757",NA,NA,""
"2758",1,1,""
"2759",1,1,""
"2760",1,1,""
"2761",1,3,"Miranda, JavaScript, Prolog"
"2762",NA,NA,""
"2763",1,1,"did not exist yet"
"2764",1,1,""
"2765",1,1,"[CR]"
"2766",3,3,""
"2767",1,1,"My education happened before open source was very main stream."
"2768",1,1,""
"2769",NA,NA,""
"2770",1,1,""
"2771",2,3,"Scheme."
"2772",1,3,"python for skripting the JVM"
"2773",NA,NA,""
"2774",1,1,""
"2775",1,1,""
"2776",2,3,"PHP, Javascript"
"2777",1,1,""
"2778",1,1,""
"2779",1,1,""
"2780",1,1,""
"2781",NA,NA,""
"2782",1,1,""
"2783",3,3,""
"2784",1,1,""
"2785",1,1,""
"2786",NA,NA,""
"2787",1,5,"C[CR]C++[CR]C#[CR]Java"
"2788",1,1,""
"2789",1,1,""
"2790",1,1,""
"2791",1,1,""
"2792",1,1,""
"2793",1,1,""
"2794",1,1,""
"2795",1,1,""
"2796",3,3,"C, bash, php, ruby"
"2797",1,3,"TCL"
"2798",2,1,""
"2799",1,1,""
"2800",1,1,""
"2801",3,1,""
"2802",3,1,""
"2803",1,1,""
"2804",1,1,""
"2805",NA,NA,""
"2806",1,1,""
"2807",1,3,"SR, ML"
"2808",3,3,""
"2809",1,1,"""Open Source"" was not a category at the time.[CR]Language specs were sometimes available, mostly BNF,[CR]for Pascal, etc.  Later, Java wasn't even taught,[CR]and isn't really Open Source, despite fluff/PR/hype to the contrary..."
"2810",1,1,""
"2811",1,1,""
"2812",2,4,"python"
"2813",1,1,""
"2814",1,1,""
"2815",NA,NA,""
"2816",3,2,"JavaScript"
"2817",1,1,""
"2818",2,3,"Scheme, Lisp, Prolog"
"2819",1,1,""
"2820",1,1,""
"2821",1,1,""
"2822",1,1,""
"2823",NA,NA,""
"2824",1,1,""
"2825",1,1,""
"2826",1,1,""
"2827",3,4,"Java - Quite a lot[CR]C - A little[CR]Smalltalk - A little"
"2828",1,1,""
"2829",1,3,"Java, PHP (but not as part of coursework)"
"2830",1,1,""
"2831",NA,NA,""
"2832",1,1,""
"2833",1,2,"Lisp"
"2834",1,3,"prolog, c, pascal"
"2835",1,1,""
"2836",5,1,""
"2837",1,5,"Scheme, Lisp"
"2838",NA,NA,""
"2839",1,1,""
"2840",3,3,"Python[CR]Ruby"
"2841",4,4,"vb"
"2842",1,1,""
"2843",1,3,"TCL"
"2844",1,1,""
"2845",1,1,""
"2846",1,1,""
"2847",1,1,"My education predates open source"
"2848",1,1,""
"2849",1,1,""
"2850",1,1,""
"2851",1,1,""
"2852",1,2,""
"2853",1,1,""
"2854",NA,NA,""
"2855",2,2,""
"2856",4,1,""
"2857",2,1,""
"2858",2,1,""
"2859",2,3,"Bash (really!)"
"2860",1,1,""
"2861",1,1,""
"2862",1,1,""
"2863",2,2,""
"2864",1,1,""
"2865",1,1,""
"2866",3,3,"TCL, lisp"
"2867",1,1,""
"2868",1,1,""
"2869",1,5,"C[CR]basic[CR]"
"2870",1,NA,""
"2871",2,1,""
"2872",1,2,"Python (introductory level)"
"2873",1,1,"Java[CR]Pascal[CR]"
"2874",1,1,""
"2875",1,1,""
"2876",1,3,"LISP is open source, right?"
"2877",3,2,"Python"
"2878",1,1,""
"2879",1,1,""
"2880",1,1,""
"2881",3,3,"bash"
"2882",1,1,""
"2883",1,1,""
"2884",1,1,""
"2885",1,1,""
"2886",NA,NA,""
"2887",1,1,""
"2888",1,3,""
"2889",1,2,""
"2890",1,1,""
"2891",1,1,"Open source languages did not exist when I was in college in 1972 - 1978."
"2892",1,1,""
"2893",1,1,""
"2894",1,1,""
"2895",1,1,""
"2896",1,1,""
"2897",1,1,""
"2898",1,1,""
"2899",1,1,""
"2900",1,1,""
"2901",1,1,""
"2902",1,1,""
"2903",1,1,""
"2904",1,4,"Python, SML"
"2905",1,1,"Does Pascal count?"
"2906",1,1,""
"2907",1,1,""
"2908",1,1,""
"2909",4,4,"PHP, MySQL"
"2910",1,1,""
"2911",1,3,"SCHEME"
"2912",1,3,"java, C#, c/c++"
"2913",1,5,""
"2914",1,1,""
"2915",1,2,""
"2916",1,1,""
"2917",1,1,""
"2918",2,3,"PHP, python"
"2919",1,1,""
"2920",1,1,""
"2921",1,1,""
"2922",5,1,""
"2923",1,3,"java ( a little)"
"2924",1,1,""
"2925",2,1,""
"2926",1,1,""
"2927",1,1,""
"2928",1,4,"LISP"
"2929",1,1,""
"2930",1,1,""
"2931",1,3,""
"2932",NA,NA,""
"2933",1,1,""
"2934",3,4,"Java"
"2935",1,1,""
"2936",3,3,"PHP."
"2937",NA,NA,""
"2938",1,4,"Fortran, RPG, Pascal, Assembler"
"2939",1,4,""
"2940",1,1,""
"2941",NA,NA,""
"2942",1,2,"PHP"
"2943",1,1,""
"2944",NA,NA,""
"2945",2,1,""
"2946",1,2,"PHP"
"2947",1,1,""
"2948",1,2,""
"2949",1,4,"FoxPro, VBA, bash"
"2950",1,1,""
"2951",3,4,"Python, Lisp"
"2952",1,1,""
"2953",1,1,""
"2954",NA,1,""
"2955",1,1,""
"2956",1,1,""
"2957",2,3,"Lisp"
"2958",NA,NA,""
"2959",NA,NA,""
"2960",1,1,""
"2961",1,3,"Python"
"2962",1,1,""
"2963",NA,NA,""
"2964",NA,NA,""
"2965",2,2,"I wish this question gave a definition/list of open source dynamic languages.[CR][CR]Also, I could have been given a decent formal perl education had I so chosen; but I learned it as a younger student and saw no need for a formal course when it became available to me."
"2966",1,2,""
"2967",1,1,""
"2968",2,4,"Python, TCL"
"2969",3,1,""
"2970",1,3,"Lisp[CR]JavaScript (I learned this for a specific project - it wasn't directly taught)"
"2971",NA,NA,""
"2972",NA,NA,""
"2973",NA,NA,""
"2974",NA,NA,""
"2975",1,1,""
"2976",1,3,"PHP"
"2977",1,1,""
"2978",1,3,"Python"
"2979",4,5,"Python"
"2980",1,1,""
"2981",1,4,""
"2982",1,1,""
"2983",1,1,""
"2984",1,1,""
"2985",1,1,""
"2986",1,1,""
"2987",1,5,"Shell Sh, Cshell, Tcl/Tk"
"2988",1,1,""
"2989",1,1,""
"2990",1,1,""
"2991",1,1,""
"2992",1,1,""
"2993",NA,NA,""
"2994",3,1,""
"2995",1,1,""
"2996",1,1,""
"2997",1,1,""
"2998",1,1,""
"2999",1,1,""
"3000",1,2,""
"3001",1,1,""
"3002",1,1,""
"3003",1,1,""
"3004",NA,NA,""
"3005",1,1,""
"3006",1,5,"java"
"3007",1,1,"bit of lisp"
"3008",2,1,""
"3009",1,1,""
"3010",NA,NA,""
"3011",3,1,""
"3012",1,1,""
"3013",3,2,""
"3014",1,2,""
"3015",1,1,""
"3016",1,1,""
"3017",1,1,""
"3018",1,1,""
"3019",1,1,""
"3020",NA,NA,""
"3021",1,1,""
"3022",1,1,""
"3023",1,3,""
"3024",1,1,""
"3025",1,1,""
"3026",4,4,""
"3027",1,1,""
"3028",1,1,""
"3029",1,1,""
"3030",3,1,""
"3031",1,2,""
"3032",NA,NA,""
"3033",1,1,""
"3034",1,1,""
"3035",1,1,""
"3036",1,2,"Common Lisp"
"3037",2,1,""
"3038",1,1,""
"3039",1,1,""
"3040",1,1,""
"3041",1,1,""
"3042",1,1,""
"3043",1,1,""
"3044",1,1,""
"3045",1,1,""
"3046",1,1,""
"3047",1,1,""
"3048",3,1,""
"3049",1,1,""
"3050",1,3,"python, icon"
"3051",1,1,""
"3052",1,3,"PHP"
"3053",1,1,""
"3054",1,1,""
"3055",1,1,""
"3056",1,3,""
"3057",1,1,""
"3058",1,1,""
"3059",3,3,"sh"
"3060",1,1,""
"3061",2,3,"PHP"
"3062",1,1,""
"3063",1,3,"Python, PHP"
"3064",1,1,""
"3065",1,2,"Standard ML/NJ"
"3066",2,5,""
"3067",1,1,""
"3068",2,2,""
"3069",1,1,""
"3070",1,3,""
"3071",1,1,""
"3072",1,1,""
"3073",1,1,""
"3074",1,1,""
"3075",NA,NA,""
"3076",1,1,""
"3077",2,1,""
"3078",1,3,"SNOBOL (freely available compiler--I don't recall that the expression 'open source' was then in use)"
"3079",1,1,""
"3080",1,1,""
"3081",3,4,"Linux..I like it a lo..now i'm working in it.."
"3082",NA,NA,""
"3083",1,1,""
"3084",1,1,""
"3085",1,1,""
"3086",1,1,""
"3087",1,2,""
"3088",1,2,"Python"
"3089",1,2,"Scheme"
"3090",1,1,""
"3091",1,1,""
"3092",1,1,""
"3093",1,1,""
"3094",1,4,"Scheme (about four weeks) and Ruby (about 1.5)"
"3095",1,1,""
"3096",1,1,""
"3097",3,4,"Python"
"3098",1,1,""
"3099",1,1,""
"3100",1,1,""
"3101",1,1,""
"3102",2,2,""
"3103",1,1,""
"3104",1,1,""
"3105",1,2,"c++"
"3106",1,1,""
"3107",2,1,""
"3108",1,1,""
"3109",3,2,""
"3110",1,3,"Python"
"3111",2,4,""
"3112",1,1,""
"3113",1,1,""
"3114",4,1,""
"3115",1,1,""
"3116",1,1,""
"3117",1,1,""
"3118",1,1,""
"3119",NA,NA,""
"3120",NA,NA,""
"3121",2,3,"LISP"
"3122",1,1,""
"3123",1,1,""
"3124",1,1,""
"3125",1,1,""
"3126",1,1,""
"3127",1,1,""
"3128",NA,NA,""
"3129",NA,NA,""
"3130",1,1,""
"3131",1,1,""
"3132",NA,NA,""
"3133",1,3,"Ruby"
"3134",NA,NA,""
"3135",1,1,""
"3136",1,1,""
"3137",1,1,""
"3138",1,1,""
"3139",1,1,""
"3140",1,4,"python"
"3141",1,4,"Haskell"
"3142",1,3,"Tcl"
"3143",1,1,""
"3144",1,1,""
"3145",3,1,""
"3146",NA,NA,""
"3147",2,4,""
"3148",1,3,"i took a programming languages class, std stuff: prolog, lisp, ML, java..."
"3149",1,1,""
"3150",NA,NA,""
"3151",1,3,"a little bit php"
"3152",1,1,""
"3153",1,1,""
"3154",1,1,""
"3155",1,1,""
"3156",NA,NA,""
"3157",2,2,"Bash scripting, from a systems administrator perspective. HTML, javascript, java."
"3158",1,1,""
"3159",1,1,""
"3160",1,1,""
"3161",1,1,""
"3162",1,1,""
"3163",1,2,"Python"
"3164",NA,NA,""
"3165",2,1,""
"3166",1,1,""
"3167",1,1,""
"3168",2,2,""
"3169",NA,NA,""
"3170",1,1,""
"3171",2,1,""
"3172",1,1,""
"3173",1,2,""
"3174",3,3,""
"3175",1,1,""
"3176",1,3,"LISP and prolog as part of the AI course"
"3177",1,1,""
"3178",NA,NA,""
"3179",1,3,""
"3180",1,1,""
"3181",1,1,""
"3182",1,1,""
"3183",1,1,""
"3184",4,1,""
"3185",3,5,"ruby, javascript, talktic"
"3186",1,4,"Assembly (a lot)[CR]Pascal (a lot)[CR]Minix (a lot)"
"3187",1,2,"shell scripting, and a very very brief intro to tcl."
"3188",1,1,""
"3189",1,2,""
"3190",1,1,""
"3191",NA,NA,""
"3192",1,1,""
"3193",1,1,""
"3194",1,3,"PHP"
"3195",1,2,""
"3196",1,NA,""
"3197",1,1,""
"3198",NA,NA,""
"3199",1,1,""
"3200",1,1,""
"3201",1,1,""
"3202",1,1,""
"3203",1,1,""
"3204",1,1,""
"3205",2,2,"a little bit php ;)"
"3206",1,2,""
"3207",NA,NA,""
"3208",1,1,""
"3209",1,1,""
"3210",1,3,"python"
"3211",1,1,""
"3212",1,1,""
"3213",1,1,""
"3214",1,1,"C/C++, Perl, Ruby on Rails"
"3215",NA,NA,""
"3216",1,2,"fortran[CR]pascal[CR]c"
"3217",1,1,""
"3218",2,1,""
"3219",NA,NA,""
"3220",1,1,""
"3221",1,1,""
"3222",1,1,""
"3223",2,NA,""
"3224",1,2,""
"3225",1,1,""
"3226",1,1,""
"3227",1,3,"shell"
"3228",NA,NA,""
"3229",NA,NA,""
"3230",1,1,""
"3231",1,3,"scheme: uc berkeley teaches sicp"
"3232",2,2,""
"3233",1,1,""
"3234",1,1,""
"3235",1,1,""
"3236",1,1,""
"3237",1,1,""
"3238",1,1,""
"3239",NA,NA,""
"3240",1,1,""
"3241",1,1,""
"3242",2,1,""
"3243",1,1,""
"3244",1,1,""
"3245",2,4,"php[CR]python[CR]ruby"
"3246",1,3,"Python"
"3247",1,1,""
"3248",NA,NA,""
"3249",1,1,""
"3250",3,3,""
"3251",1,1,""
"3252",1,1,""
"3253",1,3,"javascript"
"3254",1,1,""
"3255",NA,NA,""
"3256",1,1,""
"3257",1,1,""
"3258",1,1,""
"3259",1,1,""
"3260",1,1,""
"3261",2,1,""
"3262",3,1,""
"3263",1,2,""
"3264",1,1,""
"3265",1,1,""
"3266",1,1,""
"3267",1,1,""
"3268",1,2,""
"3269",1,1,""
"3270",3,1,""
"3271",NA,NA,""
"3272",1,1,""
"3273",1,3,""
"3274",NA,NA,""
"3275",1,2,"don't remember if Common Lisp was open source that long ago"
"3276",3,1,""
"3277",1,1,""
"3278",1,1,""
"3279",1,1,""
"3280",3,4,"Java"
"3281",1,2,""
"3282",NA,NA,""
"3283",NA,NA,""
"3284",1,1,""
"3285",1,2,""
"3286",1,NA,""
"3287",3,3,"bash, sed, awk, python"
"3288",1,1,""
"3289",1,1,""
"3290",1,1,""
"3291",1,1,""
"3292",2,1,""
"3293",3,NA,"I was mostly taught a lot of C, and C++."
"3294",1,1,""
"3295",1,1,""
"3296",NA,NA,""
"3297",1,1,"I didn't even get a computer related degree, maybe you should ask about that :)"
"3298",1,3,"Prolog (1,5 semseter), Lisp (1/2 semester), Python (1 semester)"
"3299",2,2,""
"3300",2,2,""
"3301",1,1,""
"3302",1,3,""
"3303",1,1,""
"3304",NA,NA,""
"3305",1,1,""
"3306",1,1,""
"3307",2,2,"php"
"3308",1,1,""
"3309",1,1,""
"3310",1,1,""
"3311",1,1,""
"3312",1,1,""
"3313",1,1,"none"
"3314",NA,NA,""
"3315",1,1,""
"3316",1,1,""
"3317",1,1,""
"3318",1,1,""
"3319",1,1,""
"3320",2,3,""
"3321",1,1,""
"3322",1,1,""
"3323",1,1,""
"3324",1,1,""
"3325",1,1,""
"3326",1,1,""
"3327",1,1,""
"3328",1,1,""
"3329",1,1,""
"3330",1,1,""
"3331",1,1,""
"3332",1,1,""
"3333",1,4,"C++[CR]PHP[CR]MySQL"
"3334",NA,NA,""
"3335",1,1,""
"3336",1,1,""
"3337",1,1,""
"3338",1,1,""
"3339",1,1,""
"3340",NA,NA,""
"3341",1,3,"Python"
"3342",1,1,""
"3343",NA,NA,""
"3344",3,3,""
"3345",1,1,""
"3346",2,3,""
"3347",3,1,""
"3348",1,1,""
"3349",1,1,""
"3350",1,2,"awk"
"3351",1,1,""
"3352",5,4,""
"3353",1,1,""
"3354",1,1,""
"3355",1,1,""
"3356",1,1,""
"3357",1,1,"bash?"
"3358",1,1,""
"3359",NA,NA,""
"3360",NA,NA,""
"3361",3,1,""
"3362",1,1,""
"3363",NA,NA,""
"3364",1,1,""
"3365",1,1,""
"3366",1,1,""
"3367",NA,NA,""
"3368",1,1,""
"3369",NA,NA,""
"3370",1,1,""
"3371",1,1,""
"3372",1,2,""
"3373",1,1,""
"3374",1,1,""
"3375",1,1,""
"3376",1,1,""
"3377",1,1,""
"3378",1,1,""
"3379",1,1,""
"3380",1,2,""
"3381",1,1,""
"3382",NA,NA,""
"3383",1,4,"Haskell"
"3384",1,1,""
"3385",1,1,""
"3386",1,1,""
"3387",2,2,""
"3388",NA,NA,""
"3389",1,1,""
"3390",1,1,""
"3391",1,1,""
"3392",3,3,"php"
"3393",1,1,""
"3394",1,2,"clips"
"3395",2,2,"We touched on lisp a bit for an embedded interpreter during VLSI.  But we were just expected to learn it / know it on our own.  C was the only language formally ""taught"" and even that skipped the actual language semantics in favor of using it for algorithms."
"3396",2,5,"java"
"3397",NA,NA,""
"3398",1,1,""
"3399",1,1,""
"3400",1,1,""
"3401",NA,NA,""
"3402",1,1,""
"3403",NA,NA,""
"3404",3,1,""
"3405",1,2,"PHP - as a portion of one class, very little detail."
"3406",1,NA,""
"3407",1,1,""
"3408",1,2,""
"3409",1,1,""
"3410",1,1,""
"3411",1,1,""
"3412",1,1,""
"3413",1,1,""
"3414",1,1,""
"3415",1,1,""
"3416",1,1,""
"3417",3,1,""
"3418",3,2,""
"3419",1,1,""
"3420",1,3,"Fortran"
"3421",1,5,"python"
"3422",1,1,""
"3423",1,1,""
"3424",1,3,""
"3425",1,NA,""
"3426",1,3,"PHP, Javascript"
"3427",NA,NA,""
"3428",3,1,""
"3429",1,1,""
"3430",1,1,""
"3431",NA,NA,""
"3432",3,3,"haskell, python"
"3433",1,1,""
"3434",1,1,""
"3435",1,3,"PHP"
"3436",1,1,""
"3437",1,1,""
"3438",3,3,"python"
"3439",1,1,""
"3440",1,1,""
"3441",1,1,""
"3442",1,1,""
"3443",1,2,"I think we did a little bit of BASIC at high school."
"3444",NA,NA,""
"3445",1,1,""
"3446",1,1,""
"3447",1,2,"Python was used for a class."
"3448",1,1,""
"3449",NA,NA,""
"3450",2,1,""
"3451",1,1,""
"3452",1,1,""
"3453",1,3,"php"
"3454",1,1,""
"3455",1,2,"Python"
"3456",1,5,""
"3457",1,1,""
"3458",1,1,""
"3459",1,5,"C++, JAVA, Pascal and BASIC"
"3460",1,1,""
"3461",1,1,""
"3462",1,1,""
"3463",1,1,""
"3464",1,3,""
"3465",1,1,""
"3466",1,1,""
"3467",1,1,""
"3468",1,1,""
"3469",1,1,""
"3470",1,2,"Pop-11, C, Lisp, Prolog, ML"
"3471",1,1,""
"3472",1,1,""
"3473",2,2,""
"3474",NA,NA,""
"3475",1,1,""
"3476",3,2,""
"3477",1,1,""
"3478",1,1,""
"3479",1,2,""
"3480",1,3,"JavaScript"
"3481",1,1,""
"3482",1,1,""
"3483",NA,NA,""
"3484",1,1,""
"3485",1,1,""
"3486",1,1,""
"3487",1,1,""
"3488",1,1,""
"3489",1,3,"Scheme"
"3490",NA,NA,""
"3491",1,1,""
"3492",1,1,""
"3493",1,5,""
"3494",2,1,""
"3495",1,1,""
"3496",1,1,""
"3497",1,1,""
"3498",NA,NA,""
"3499",NA,NA,""
"3500",1,3,""
"3501",NA,NA,""
"3502",1,1,""
"3503",1,1,""
"3504",1,1,""
"3505",1,1,""
"3506",1,1,""
"3507",1,1,""
"3508",1,1,""
"3509",1,5,""
"3510",1,1,""
"3511",1,1,""
"3512",NA,2,"Java"
"3513",NA,NA,""
"3514",1,1,""
"3515",1,1,""
"3516",1,1,""
"3517",3,1,""
"3518",1,1,""
"3519",1,1,""
"3520",NA,NA,""
"3521",1,1,""
"3522",1,1,""
"3523",1,1,""
"3524",1,1,""
"3525",4,3,""
"3526",1,1,""
"3527",1,1,""
"3528",1,1,""
"3529",NA,NA,""
"3530",3,3,"PHP, Python"
"3531",NA,NA,""
"3532",1,1,""
"3533",1,3,""
